session_id,s3_location,file_match,num_file_matches,asset_type_match,num_asset_type_matches
multiplane-ophys_736963_2024-07-24_08-49-57,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-07-24_08-49-57,False,0,False,0
multiplane-ophys_736963_2024-07-26_09-37-45,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-07-26_09-37-45,False,0,False,0
multiplane-ophys_736963_2024-07-29_09-00-58,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-07-29_09-00-58,False,0,False,0
multiplane-ophys_736963_2024-07-30_09-11-03,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-07-30_09-11-03,False,0,False,0
multiplane-ophys_736963_2024-08-01_08-59-00,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-01_08-59-00,False,0,False,0
multiplane-ophys_736963_2024-08-05_09-19-25,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-05_09-19-25,False,0,False,0
multiplane-ophys_736963_2024-08-06_08-52-03,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-06_08-52-03,False,0,False,0
multiplane-ophys_736963_2024-08-07_09-11-10,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-07_09-11-10,False,0,False,0
multiplane-ophys_736963_2024-08-09_08-58-36,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-09_08-58-36,False,0,False,0
multiplane-ophys_736963_2024-08-12_09-17-19,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-12_09-17-19,False,0,False,0
multiplane-ophys_736963_2024-08-13_08-57-29,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-13_08-57-29,False,0,False,0
multiplane-ophys_736963_2024-08-23_09-13-46,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-23_09-13-46,False,0,False,0
multiplane-ophys_736963_2024-08-26_09-54-51,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-26_09-54-51,False,0,False,0
multiplane-ophys_736963_2024-08-27_08-51-49,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-27_08-51-49,True,1,True,2
multiplane-ophys_736963_2024-08-29_10-20-27,s3://aind-private-data-prod-o5171v/multiplane-ophys_736963_2024-08-29_10-20-27,False,0,False,0
multiplane-ophys_735170_2024-09-23_11-23-49,,False,0,False,0
multiplane-ophys_735170_2024-09-24_09-11-25,,False,0,False,0
multiplane-ophys_735170_2024-10-04_09-58-49,s3://aind-private-data-prod-o5171v/multiplane-ophys_735170_2024-10-04_09-58-49,False,0,False,0
multiplane-ophys_735170_2024-10-18_11-44-04,s3://aind-private-data-prod-o5171v/multiplane-ophys_735170_2024-10-18_11-44-04,False,0,False,0
multiplane-ophys_762819_2024-12-16_09-17-11,s3://aind-private-data-prod-o5171v/multiplane-ophys_762819_2024-12-16_09-17-11,True,1,False,0
